Record.Number,Scientific.Name,Observation.Date,Verified.Date,Specimen.Type,Organism.Type,Status,Region(s),Lat/Long,Longitude,Precision,Location.Notes,Observation.Notes,Submitter,Data.Source,Partner.Project,Updated.Date
1028966,Battus philenor,03/22/2015,03/22/2015,Photograph,butterfly,Resident,United StatesCaliforniaSonoma County,38.3646377,-122.5277708,point record,,Mostly sunny day with a few scattered clouds. Butterfly was working the blossoms of the Moch orange,Mike Witkowski (59765),,,03/22/2015 20:18:53
1039776,Battus philenor,04/10/2015,04/13/2015,Photograph,butterfly,Resident,United StatesArkansasSebastian County,35.3349543,-94.2971119,point record,,nectaring rose vervain,CA Ivy (16816),,,04/13/2015 16:54:46
1041899,Battus philenor,05/02/2015,05/04/2015,Photograph,butterfly,Resident,United StatesArkansasSevier County,34.0370419,-94.1046544,point record,Pond Creek NWR,,cosmic_cat (54471),,,05/04/2015 20:02:56
1041939,Battus philenor,05/03/2015,05/03/2015,Photograph,butterfly,Resident,United StatesTexasBexar County,29.7093035,-98.5151215,point record,,,whbauer (12057),,,05/03/2015 18:51:08
1042236,Battus philenor,05/02/2015,05/05/2015,Photograph,butterfly,Resident,United StatesLouisianaLa Salle Parish,31.571380706088,-92.008469878193,point record,Catahoula NWR Headquarters Unit in La Salle Parish (very near Catahoula Parish line). Habitat: Grassy (wildflowers) shoulder of somewhat elevated road at edge of bottomland deciduous forest adjacent to agricultural field. ,"Weather: warm, sunny, some light breeze. Butterfly foraging on Vetch blooms along roadside. Observed while birding. ",Jonathan Clark (60384),,,05/05/2015 21:52:18
1043253,Battus philenor,05/12/2015,05/13/2015,Photograph,butterfly,Resident,United StatesCaliforniaShasta County,40.394012491403,-122.25026265146,point record,Located on our carport.,Looked unhealthy or newly out of cocoon.,woolerygirl51 (60558),,,05/13/2015 17:03:50
1043321,Battus philenor,05/06/2015,05/13/2015,Photograph,butterfly,Stray,United StatesKansasFinney County,37.989985545176,-100.81493724822,point record,This butterfly was rescued from a puddle on the sidewalk after a series of strong storms from the south.,,azukoff (12904),,,05/13/2015 19:49:28
1043362,Battus philenor,05/01/2015,05/14/2015,Photograph,butterfly,Resident,United StatesArkansasSebastian County,35.33219714392,-94.286724481875,point record,"Barling City Park, Barling AR.",nectaring rose vervain,CA Ivy (16816),,,05/14/2015 06:40:41
1043363,Battus philenor,05/02/2015,05/14/2015,Photograph,butterfly,Resident,United StatesMissouriMcDonald County,36.634142465713,-94.206438404697,point record,"Meadow by Big Sugar Creek about 2 miles west of Powell, MO.",nectaring meadow wild flowers,CA Ivy (16816),,,05/14/2015 06:46:29
1043915,Battus philenor,05/15/2015,05/19/2015,Photograph,butterfly,Resident,Montgomery CountyMarylandUnited States,39.069892267954,-77.23293245132,point record,"Serpentine Barrens Conservation Park
http://montgomeryparks.org/wildmontgomery/ best_natural_areas/bna_serpentine.barrens.cp.shtm",I saw 8 in this area,jwilkinson (16523),,,06/09/2016 15:38:00
1044565,Battus philenor,05/17/2015,05/21/2015,Photograph,caterpillar,Resident,United StatesArizonaSanta Cruz County,31.5621903,-111.0494464,point record,Exact spot shown in photograph,"3 caterpillars of same appearance in clump of leaves indicated by red arrow. Park ranger said ""they drop from mesquite trees and leave a trail as they crawl up your rm, are poisonous"". thanks for ID help!",Marjorie Siegel (60742),,,05/21/2015 17:06:44
1044917,Battus philenor,05/24/2015,05/24/2015,Photograph,butterfly,Resident,United StatesTennesseeCarter County,36.150204347178,-82.051490951776,point record,Hampton Creek State Natural Area.,,Doug Bruce (97),,,05/24/2015 19:10:27
1044938,Battus philenor,05/24/2015,05/24/2015,Photograph,butterfly,Resident,United StatesTennesseeCarter County,36.180734647248,-82.110973704196,point record,"Roan Mountain State Park, cemetery north of Miller Homestead.",,Doug Bruce (97),,,05/24/2015 19:57:22
1045541,Battus philenor,05/22/2015,06/23/2015,Photograph,butterfly,Resident,United StatesGeorgiaMcIntosh County,31.63608021474,-81.273211249646,point record,on the dam over wetlands area,warm & sunny,ncrosbyrd (50024),,,06/23/2015 14:20:35
1046036,Battus philenor,05/31/2015,07/16/2015,Photograph,caterpillar,Resident,United StatesGeorgiaFulton County,33.996736225694,-84.320745958337,point record,,On a pipevine growing up an oak tree.,snakeowl (53885),,,07/16/2015 12:52:36
1046461,Battus philenor,06/03/2015,06/04/2015,Photograph,butterfly,Resident,United StatesArizonaMaricopa County,33.8333716,-111.9507042,point record,Cave Creek Arizona  in our front yard,Last time I saw this butterfly came to our yard was about a month ago.  Today is the second visit temperature about 90 degree and 9:30 am in the morning of June 3rd.,QiGongbee1 (61154),,,06/04/2015 00:59:56
1047871,Battus philenor,04/06/2014,06/13/2015,Photograph,butterfly,Unknown,United StatesCaliforniaSan Francisco County,37.767371185367,-122.47304162135,point record,"Golden Gate Park, MLK Jr Dr. near Stow Lake Drive E","Saw that the only record for SF county dated to 1950. So far, this is my only pv st sighting/",Nancy Asquith (60606),,,06/13/2015 18:17:44
1048621,Battus philenor,05/27/2015,06/16/2015,Photograph,butterfly,Resident,United StatesSouth CarolinaBerkeley County,33.0355149,-80.072403,point record,,Flower is Stokes Aster,Kimberly Mrozinski (19725),,,06/16/2015 10:34:58
1048622,Battus philenor,06/01/2015,06/16/2015,Photograph,butterfly,Resident,United StatesSouth CarolinaBerkeley County,33.0355149,-80.072403,point record,,Warming up on a tree leaf outback.,Kimberly Mrozinski (19725),,,06/16/2015 10:33:47
1049125,Battus philenor,06/18/2015,06/19/2015,Photograph,butterfly,Resident,United StatesArizonaMaricopa County,33.776430336762,-111.84640559409,point record,"Sited on the summit of Brown's Mountain, Scottsdale, Arizona.",It was circling a blossoming creosote bush for about 10 minutes. Completely clear sky on a hot day. In the upper 90s when sited (114F later that day).,Osha Davidson (61684),,,06/19/2015 17:56:43
1049348,Battus philenor,06/20/2015,06/20/2015,Photograph,butterfly,Resident,United StatesArkansasBaxter County,36.2711798,-92.5354402,point record,,,Beverly Carter (54837),,,06/20/2015 23:46:01
1049432,Battus philenor,06/15/2015,06/21/2015,Photograph,butterfly,Resident,United StatesKimble CountyTexas,30.522859879049,-99.7405287907,point record,,,mbowling (59218),,,06/21/2015 09:31:44
1049769,Battus philenor,06/22/2015,07/04/2015,Photograph,butterfly,Resident,United StatesKentuckyPulaski County,37.110512593615,-84.713490773188,point record,"7 miles west of Somerset, KY",,roseanna (121),,,07/04/2015 22:58:45
1050233,Battus philenor,06/24/2015,06/25/2015,Photograph,butterfly,Resident,United StatesCaliforniaSacramento County,38.764893389497,-121.14348599694,point record,Placed point manually at point along the road where several of these butterflies were located. Continued to see them and other butterfly species throughout the park. They seemed to be primarily landing on and feeding from the yellow star thistle.,Sighted several individuals within the Folsom Lake State Recreation Area primarily landing on the invasive yellow star thistle throughout the area. ,G Hanson (14023),,,06/25/2015 16:40:56
1051080,Battus philenor,06/28/2015,06/28/2015,Photograph,butterfly,Resident,United StatesKentuckyCasey County,37.326220431865,-84.776026544026,point record,"2.5 miles west of Walltown, KY",,roseanna (121),,,06/28/2015 21:25:04
1051131,Battus philenor,06/28/2015,06/28/2015,Photograph,caterpillar,Resident,United StatesCaliforniaSonoma County,38.430933016216,-122.86471906158,point record,,Host plant: Dutchman's Pipe,Marjorie Siegel (60742),,,06/28/2015 22:34:44
1051163,Battus philenor,06/27/2015,06/29/2015,Photograph,butterfly,Resident,United StatesArkansasLogan County,35.16709,-93.6452539,point record,,nectaring Orange Butterfly weeed,CA Ivy (16816),,,06/29/2015 07:04:01
1051365,Battus philenor,06/06/2015,06/30/2015,Photograph,butterfly,Resident,United StatesTennesseeWilliamson County,35.993423,-87.143902,point record,"Chose Williamson County in the ""Region"" box based on submitter's placement of the dot. -dbruce
",,marshallbw72 (48573),,,06/30/2015 19:17:40
1051697,Battus philenor,05/27/2015,07/01/2015,Photograph,butterfly,Resident,United StatesCaliforniaSacramento County,38.5389387,-121.7326194,point record,"in the flower garden not far from green houses, other butterflies in area","sunny, in flower garden, other butterflies in area, 80 degrees, no wind, 11 AM, on lilac bush",Sue Orlowski (44359),,,07/01/2015 21:19:33
1051902,Battus philenor,07/02/2015,07/02/2015,Photograph,butterfly,Resident,United StatesSouth CarolinaLee County,34.1901862,-80.11446,point record,,,Bill Emch (61488),,,07/02/2015 19:52:37
1052044,Battus philenor,07/03/2015,07/06/2015,Photograph,butterfly,Resident,United StatesArkansasBaxter County,36.2711798,-92.5354402,point record,,,Beverly Carter (54837),,,07/06/2015 22:02:56
1052853,Battus philenor,06/27/2015,07/07/2015,Photograph,butterfly,Resident,United StatesIndianaOrange County,38.5433697,-86.6368881,point record,,,Carol Thornton-Anderson (56536),,,07/07/2015 17:37:56
1052857,Battus philenor,06/21/2015,12/09/2020,Photograph,butterfly,Resident,United StatesNorth CarolinaAshe County,36.3996964,-81.4622289,point record,,,kerrymaura (62506),,,12/09/2020 10:18:00
1053157,Battus philenor,07/02/2015,07/08/2015,Photograph,butterfly,Resident,United StatesArkansasCrawford County,35.528938905809,-94.275749503617,point record,"Edge of Frog Bayou about 0.5 miles north of Rudy, AR.",female resting after oviposting on creek edge pipevine,CA Ivy (16816),,,07/08/2015 21:04:36
1053444,Battus philenor,07/10/2015,07/17/2015,Photograph,butterfly,Resident,United StatesPennsylvaniaFranklin County,39.997223,-77.7593638,point record,This male traded places with a male spicebush. Found in an overgrown woodland edge with a stream and flooded meadow nearby.,Feeding on thistle. Partly cloudy and very humid. 76 degrees.,cblazo (56483),,,07/17/2015 05:28:46
1053626,Battus philenor,07/11/2015,07/11/2015,Photograph,butterfly,Resident,United StatesTennesseeSmith County,36.242179438968,-85.943621718895,point record,Under Rt. 25 on the north side of the Cumberland River.,,stephen stedman (48),,,07/11/2015 19:02:36
1054275,Battus philenor,07/14/2015,07/14/2015,Photograph,butterfly,Resident,United StatesArkansasBaxter County,36.2711798,-92.5354402,point record,,Is this a Spice Bush Swallowtail or a Pipevine?,Beverly Carter (54837),,,07/14/2015 22:01:26
1054757,Battus philenor,06/19/2015,07/18/2015,Photograph,butterfly,Resident,United StatesFloridaPasco County,28.350764,-82.260259,point record,,,beckerla (63160),,,07/18/2015 19:02:39
1054856,Battus philenor,08/03/2013,12/09/2020,Photograph,butterfly,Resident,United StatesNorth CarolinaMadison County,35.695166,-82.888662,point record,,,Tindomul1of9 (62927),,,12/09/2020 10:16:32
1054950,Battus philenor,07/16/2015,07/16/2015,Photograph,butterfly,Resident,United StatesAlabamaElmore County,32.681961,-86.252877,point record,,on coneflowers,stomlins701 (18066),,,07/16/2015 21:10:04
1055169,Battus philenor,07/12/2010,07/19/2015,Photograph,butterfly,Resident,United StatesWest VirginiaLincoln County,38.213172,-82.189272,point record,,,mellielong (1405),,,07/19/2015 05:26:03
1055197,Battus philenor,07/18/2010,07/18/2015,Photograph,butterfly,Resident,United StatesWest VirginiaJackson County,38.793733,-81.686882,point record,,,mellielong (1405),,,07/18/2015 21:21:45
1055301,Battus philenor,07/12/2015,07/18/2015,Photograph,butterfly,Resident,United StatesIndianaJefferson County,38.717048278817,-85.46333348505,point record,Greenwood Lane by Hanover College,"Butterfly's wings were almost constantly in motion, even when sitting on a flower feeding.  Butterfly was feeding on purple coneflowers in the garden by my house.",theresaawilson (63313),,,07/18/2015 18:50:51
1055457,Battus philenor,07/18/2015,07/19/2015,Photograph,butterfly,Resident,United StatesTennesseeClay County,36.556150130181,-85.514477632702,point record,In field on the inside of the 90-degree curve on Boyd St.,,stephen stedman (48),,,07/19/2015 10:00:02
1056533,Battus philenor,07/19/2015,08/17/2015,Photograph,butterfly,Resident,United StatesVirginiaBedford County,37.4335103,-79.604879,point record,"Lat: 37; 26; 51.59400
Long: 79; 36; 57.16200",Copulating.,joseph92 (63464),,,08/17/2015 12:36:09
1056863,Battus philenor,07/24/2015,07/25/2015,Photograph,butterfly,Resident,United StatesArkansasBaxter County,36.2711798,-92.5354402,point record,,wings open,Beverly Carter (54837),,,07/25/2015 20:42:18
1057596,Battus philenor,07/27/2015,07/27/2015,Photograph,butterfly,Resident,United StatesArkansasBaxter County,36.2711798,-92.5354402,point record,,,Beverly Carter (54837),,,07/27/2015 21:41:01
1057609,Battus philenor,07/25/2015,07/27/2015,Photograph,butterfly,Resident,United StatesTennesseeMarshall County,35.585876879147,-86.785730920016,point record,Rocky river bottom area along Duck River.,,Melinda Fawver (6281),,,07/27/2015 17:54:49
1057628,Battus philenor,07/26/2015,07/27/2015,Photograph,butterfly,Resident,United StatesTennesseeMaury County,35.618823149008,-86.866939274483,point record,Carpenter Bridge Public River Access,,Melinda Fawver (6281),,,07/27/2015 18:48:56
1057639,Battus philenor,07/27/2015,07/27/2015,Photograph,butterfly,Resident,United StatesTennesseeBlount County,35.6399715,-83.6887535,point record,This was at the education center called Tremont Institute off highway 73 going towards Cades Cove area of the Great Smoky Mountains National Park.,,ButterBelle (63450),,,07/27/2015 19:49:54
1058306,Battus philenor,07/27/2015,08/01/2015,Photograph,butterfly,Resident,United StatesWest VirginiaTucker County,39.0448313,-79.3436563,point record,"38° 59' 25.308"" N
79° 21' 1.716"" W
707.59 m",,SpadGuy (62100),,,08/01/2015 16:52:34
1058308,Battus philenor,07/27/2015,08/01/2015,Photograph,butterfly,Resident,United StatesWest VirginiaTucker County,39.0448313,-79.3436563,point record,"38° 59' 10.698"" N
79° 19' 47.118"" W
1228.80 m",,SpadGuy (62100),,,08/01/2015 16:56:02
1058674,Battus philenor,08/02/2015,08/02/2015,Photograph,butterfly,Resident,United StatesTennesseeTrousdale County,36.377585417881,-86.209341564515,point record,Boat ramp at end of Boat Dock Lane.,,stephen stedman (48),,,08/02/2015 18:50:23
1058898,Battus philenor,08/02/2015,08/04/2015,Photograph,butterfly,Resident,United StatesTennesseeRobertson County,36.588123021124,-87.088056692665,point record,Adams Public Boat Access parking lot.,,Melinda Fawver (6281),,,08/04/2015 03:49:41
1059043,Battus philenor,08/04/2015,08/17/2015,Photograph,butterfly,Resident,United StatesFloridaHillsborough County,28.123099,-82.430963,point record,,Ovipositing on Wooly Pipevine (Aristolochia tomentosa),mellielong (1405),,,08/17/2015 20:08:21
1059205,Battus philenor,08/05/2015,08/05/2015,Photograph,butterfly,Resident,United StatesTennesseeDavidson County,36.191576,-86.715553,point record,,found feeding on zinnias,hiltnj (57877),,,08/05/2015 18:11:35
1059274,Battus philenor,06/03/2015,08/23/2015,Photograph,butterfly,Stray,United StatesNew MexicoCurry County,34.306941,-103.311838,point record,Native grassland pasture with massive amounts of various wildflowers blooming after heavy spring rains. ,,DebW (48287),,,08/23/2015 07:02:07
1059387,Battus philenor,07/24/2015,08/07/2015,Photograph,butterfly,Resident,United StatesSouth CarolinaLancaster County,35.005642250531,-80.890247026732,point record,,On zinnias,Carolyn Seaton (61881),,,08/07/2015 22:10:28
1059935,Battus philenor,07/17/2015,08/13/2015,Photograph,butterfly,Resident,United StatesSouth CarolinaYork County,35.036672249769,-80.917652277697,point record,,,Carolyn Seaton (61881),,,08/13/2015 22:04:10
1060307,Battus philenor,08/09/2015,08/11/2015,Photograph,butterfly,Resident,United StatesArkansasBaxter County,36.2711798,-92.5354402,point record,,,Beverly Carter (54837),,,08/11/2015 21:27:54
1060401,Battus philenor,08/08/2015,08/12/2015,Photograph,butterfly,Resident,United StatesTennesseeLawrence County,35.291735298617,-87.409839570603,point record,"Rt 64 x Rt 241, west of Lawrenceburg.",,Doug Bruce (97),,,08/12/2015 14:23:31
1060517,Battus philenor,08/12/2015,08/23/2015,Photograph,butterfly,Stray,United StatesNew MexicoSocorro County,33.991484171859,-107.29509386276,point record,"Nine miles SSW of Magdalena, Socorro County, NM at 7,000 feet.","Clear, 84 degrees F., 27% humidity, 4 mph wind.  Nectaring on Ciirsium undulatum, Wavy Thistle",John Wilson (53120),,,08/23/2015 07:40:41
1060794,Battus philenor,08/14/2015,08/15/2015,Photograph,butterfly,Stray,United StatesCaliforniaSan Bernardino County,35.2768423,-116.0632359,point record,,,lfleming99 (13168),,,08/15/2015 10:42:00
1061005,Battus philenor,08/07/2015,08/17/2015,Photograph,butterfly,Resident,United StatesGeorgiaBurke County,33.14288,-82.121032,point record,"Observed at Beaver Dam Farms on W. Quaker Rd between Waynesboro, GA and St. Clair, GA.  ",Observed feeding on zinnia on a hot summer day with temps in the upper 90's.,Ken Cheeks (10847),,,08/17/2015 13:42:31
1061183,Battus philenor,08/14/2015,08/21/2015,Photograph,butterfly,Resident,United StatesLouisianaGrant Parish,31.51214507256,-92.4694718704,point record,"Catahoula Hummingbird and Butterfly Garden on Work Center Road (national forest road 147), Kisatchie National Forest Catahoula Ranger District, east of Bentley community and south of Hwy 8, Grant Parish, Louisiana.","Several of these butterflies present. Habitat: garden w/ diverse plantings of flowers, shrubs, and trees and a small pond, adjacent to mature pine woods, small thicket, and weedy/grassy meadow w/ wildflowers. Conditions: mid-morning, sunny, mild, not much wind. Butterfly nectaring on flowers in garden, including Lantana.",Jonathan Clark (60384),,,08/21/2015 22:03:05
1061197,Battus philenor,08/16/2015,08/17/2015,Photograph,butterfly,Resident,United StatesLouisianaGrant Parish,31.50522995081,-92.476939140311,point record,"Kisatchie National Forest Catahoula Ranger District, west of Work Center Road (national forest road 147), east of Bentley community, south of Hwy 8, Grant Parish, Louisiana.","Habitat: edge of small clearing along trail through mature pine woods. Conditions: warm, sunny, not much wind, mid-morning. A few more of these seen over the course of the morning.",Jonathan Clark (60384),,,08/17/2015 20:16:51
1061685,Battus philenor,08/16/2015,08/21/2015,Photograph,butterfly,Resident,United StatesTennesseeOverton County,36.234365854979,-85.293250625729,point record,Intersection Rt 84 x Rt 293.,,Doug Bruce (97),,,08/21/2015 08:30:09
1062159,Battus philenor,08/22/2015,08/23/2015,Photograph,butterfly,Resident,United StatesTexasHarrison County,32.6613414,-94.1411406,point record,,,cosmic_cat (54471),,,08/23/2015 07:13:59
1062439,Battus philenor,09/22/2014,08/27/2015,Photograph,butterfly,Resident,United StatesIllinoisJackson County,37.724908873018,-89.260781701486,point record,"2 miles west of city-center, Carbondale, IL",,mathgeek (16132),,,08/27/2015 21:52:19
1062492,Battus philenor,08/21/2015,08/25/2015,Photograph,butterfly,Resident,United StatesTennesseeHumphreys County,35.961006856332,-87.955353611963,point record,"Duck River Unit, TN NWR",,rconnorsphoto (321),,,08/25/2015 12:48:31
1063208,Battus philenor,08/30/2015,08/30/2015,Photograph,caterpillar,Resident,United StatesTexasBurnet County,30.724156304558,-98.384961812243,point record,"Ink's Dam National Fish Hatchery, Burnet, Texas",Caterpillar was not on near a food source (on a rock wall under a pecan tree). Looked around for pipevine plants with no luck.,ShelbyJW (65941),,,08/30/2015 20:06:24
1063750,Battus philenor,09/02/2015,09/03/2015,Photograph,butterfly,Resident,Williamson CountyUnited StatesTexas,30.683359474825,-97.644007408628,point record,,,gpstewart (56096),,,09/03/2015 22:26:29
1063920,Battus philenor,08/29/2015,09/06/2015,Photograph,butterfly,Resident,Wood CountyUnited StatesTexas,32.6357038,-95.4592288,point record,,,cosmic_cat (54471),,,09/06/2015 00:00:57
1064097,Battus philenor,04/20/2015,09/06/2015,Photograph,butterfly,Resident,United StatesTexasJeff Davis County,30.5413395,-103.836939,point record,,,grayhairstreak (49469),,,09/06/2015 22:28:17
1064178,Battus philenor,09/04/2015,10/15/2015,Photograph,butterfly,Resident,United StatesGeorgiaFulton County,33.788279743495,-84.372481811991,point record,Flower bed below parking lot.,"Only a single individual observed. Similar to dark phase female swallowtail, but always hovered while nectaring - never perched. Blue iridescence on dorsal hindwing (first photo) is absent in about half of photos.",PDunwiddie (13210),,,10/15/2015 11:58:22
1064238,Battus philenor,09/06/2015,09/09/2015,Photograph,butterfly,Resident,United StatesTennesseeStewart County,36.5630774871,-87.738367557532,point record,"Rt 79 x Threatt Ln, Big Rock, TN",,Doug Bruce (97),,,09/09/2015 09:05:31
1064508,Battus philenor,09/07/2015,09/09/2015,Photograph,butterfly,Resident,United StatesTennesseePerry County,35.685411356637,-88.013992100576,point record,Boat ramp at end of Lady's Bluff Rd.,,stephen stedman (48),,,09/09/2015 21:19:40
1065040,Battus philenor,09/07/2015,09/12/2015,Photograph,butterfly,Resident,United StatesOhioHamilton County,39.163461,-84.533599,point record,,"Very hot , sunny day.  Large butterfly about 4 inches.  Very calm.  The butterfly spent about a half a day in my garden.",Judy Ross (66619),,,09/12/2015 18:25:18
1065141,Battus philenor,07/31/2015,09/13/2015,Photograph,butterfly,Resident,United StatesOhioJefferson County,40.393666851336,-80.809500245797,point record,"3 miles north of Bloomingdale, Ohio",,Trailmaker (3807),,,09/13/2015 21:28:29
1065212,Battus philenor,09/13/2015,09/13/2015,Photograph,butterfly,Resident,United StatesTennesseeJackson County,36.351858357707,-85.756618888414,point record,North side of White's Bend Lane just west of intersection with road to Camp Discovery.,,S. J. Stedman (52451),,,09/13/2015 19:37:56
1066306,Battus philenor,09/16/2015,10/03/2015,Photograph,butterfly,Resident,United StatesTexasHarris County,29.704151,-95.465056,point record,,,dngoodtime (55554),,,10/03/2015 23:41:30
1067107,Battus philenor,03/30/2015,09/30/2015,Photograph,butterfly,Resident,United StatesFloridaMarion County,29.084691134928,-82.325173484621,point record,,,wayne13114 (18100),,,09/30/2015 07:41:23
1067793,Battus philenor,09/29/2014,10/01/2015,Photograph,butterfly,Resident,United StatesCaliforniaNapa County,38.292451,-122.310541,point record,,fluttering around butterfly bush on sunny fall day ,nmhwilson (67967),,,10/01/2015 18:29:52
1068593,Battus philenor,10/06/2015,10/07/2015,Photograph,butterfly,Resident,United StatesTennesseeTipton County,35.5141185115,-89.954560095158,point record,Near boat ramp on Coon Valley Rd.,,Doug Bruce (97),,,10/07/2015 07:12:26
1068913,Battus philenor,10/04/2015,10/10/2015,Photograph,butterfly,Resident,United StatesTravis CountyTexas,30.351186488683,-97.809819061933,point record,"Curtain Theater, Coldwater Canyon Dr, near Colorado River.","Flying low to the ground, occasionally landing on vegetation, apparently to lay eggs (as in photograph). Warm, sunny weather.",E Munro (68338),,,10/10/2015 21:44:26
1069200,Battus philenor,10/09/2015,10/12/2015,Photograph,butterfly,Resident,United StatesTexasGrayson County,33.73673091525,-96.77607749587,point record,"The road is now called Plover, not Q pad. The butterfly was on Buttonbush, well out into Lake Texoma, beside a road used to access oil pumpers.",,Laurie Sheppard (1423),,,10/12/2015 23:22:32
1069713,Battus philenor,10/17/2015,10/19/2015,Photograph,butterfly,Resident,United StatesTennesseeBlount County,35.6119313,-83.5496566,point record,in Cades Cove on Sparks Lane,,ButterBelle (63450),,,10/19/2015 18:52:21
1069999,Battus philenor,09/18/2015,04/01/2016,Photograph,butterfly,Resident,United StatesNew MexicoDona Ana County,32.305868182675,-106.59067898751,point record,,,ChloeGaye13 (59349),,,04/01/2016 13:18:24
1071606,Battus philenor,09/19/2015,11/29/2015,Photograph,butterfly,Resident,United StatesSouth CarolinaCharleston County,32.795011197024,-80.19763149454,point record,Marker placed on the precise trail at caw Caw where the butterfly was observed.,,Cathy Miller (55737),,,11/29/2015 12:15:05
1076052,Battus philenor,02/19/2016,02/24/2016,Photograph,butterfly,Resident,Webb CountyUnited StatesTexas,27.541862795818,-99.4823978877,point record,Sidewalk on north side of library adjacent to staff parking; north of that is a very large lot with mesquite trees and grassy weeds.,Found on sidewalk behind library near staff parking. The butterfly was already dead; covered with very hungry ants.  I blew the ants off to keep butterfly specimen. Weather was in mid-80s & sunny.,ReneeL (74720),,,02/24/2016 22:57:25
1077651,Battus philenor,03/26/2016,03/27/2016,Photograph,butterfly,Resident,United StatesOklahomaCherokee County,36.0343533,-94.8082392,point record,,basking in wooded area,CA Ivy (16816),,,03/27/2016 20:57:09
1077710,Battus philenor,03/25/2016,03/28/2016,Photograph,butterfly,Resident,United StatesTexasBexar County,29.38914092398,-98.498375569194,point record,Near Mission Concepcion,"A single individual in a weedy, grassy field.",PDunwiddie (13210),,,03/28/2016 22:00:13
1078074,Battus philenor,04/02/2016,04/16/2016,Photograph,butterfly,Resident,United StatesGeorgiaRockdale County,33.633879,-84.159699,point record,,,ncrosbyrd (50024),,,04/16/2016 13:28:03
1078296,Battus philenor,11/06/2015,04/06/2016,Photograph,butterfly,Resident,United StatesTexasHidalgo County,26.1978219,-98.3771644,point record,,,ncrosbyrd (50024),,,04/06/2016 22:31:04
1078396,Battus philenor,04/08/2016,04/08/2016,Photograph,butterfly,Resident,United StatesArkansasSebastian County,35.34276,-94.2938522,point record,,,CA Ivy (16816),,,04/08/2016 19:09:08
1078876,Battus philenor,04/15/2016,04/16/2016,Photograph,butterfly,Resident,United StatesOklahomaSequoyah County,35.3227704,-94.5460037,point record,,nectaring blue flowers,CA Ivy (16816),,,04/16/2016 15:01:17
1079032,Battus philenor,04/17/2016,04/19/2016,Photograph,butterfly,Resident,United StatesTennesseeLincoln County,35.140276385543,-86.475473233322,point record,"Stump Shoals boat launch on Elk River, Kelso, TN.",,Doug Bruce (97),,,04/19/2016 05:00:17
1079198,Battus philenor,04/07/2016,04/27/2016,Photograph,butterfly,Resident,United StatesFloridaHillsborough County,28.123099,-82.430963,point record,,Laying eggs on Wooly Pipevine (Aristolochia tomentosa),mellielong (1405),,,04/27/2016 13:17:30
1079512,Battus philenor,04/23/2016,04/26/2016,Photograph,butterfly,Resident,United StatesTennesseeMorgan County,36.167143953462,-84.474031704506,point record,"Top of Zeek Ridge, Frozen Head State Park.",,Doug Bruce (97),,,04/26/2016 03:14:39
1080477,Battus philenor,04/23/2016,12/28/2020,Photograph,butterfly,Resident,United StatesVirginiaSmyth County,36.87067529999999,-81.52059801534426,point record,,,bsp2905 (75055),,,12/28/2020 17:25:30
1080508,Battus philenor,05/06/2016,05/11/2016,Photograph,butterfly,Resident,United StatesVirginiaTazewell County,37.08275862891,-81.762858869597,point record,,,sas27397 (75042),,,05/11/2016 20:00:33
1080702,Battus philenor,04/23/2016,05/11/2016,Photograph,butterfly,Resident,Washington CountyUnited StatesVirginia,36.8837764,-81.5264993,point record,,,Emaleigh (75048),,,05/11/2016 20:04:04
1080862,Battus philenor,04/13/2016,05/11/2016,Photograph,butterfly,Resident,Wilson CountyUnited StatesTexas,29.1509084,-98.1494459,point record,,The butterfly had 4 wings; It seemed to have difficulty unrolling its mouth-sucker-thing to drink from the flowers; It was crawling along the ground and didn't seem able to fly,Ftaylor1029 (79785),,,05/11/2016 21:07:33
1081736,Battus philenor,05/17/2016,05/23/2016,Photograph,caterpillar,Resident,United StatesCaliforniaSacramento County,38.6362934,-121.2455044,point record,I see them all over the park mostly on the river trail they are on vegetation and the trails,I see them on the foot paths and plants to many to count,Jls363 (80625),,,05/23/2016 00:52:51
1082073,Battus philenor,05/14/2016,05/26/2016,Photograph,butterfly,Resident,Val Verde CountyUnited StatesTexas,29.6868689,-101.3175806,point record,,,D. Dodd (55324),,,05/26/2016 20:29:18
1082320,Battus philenor,05/21/2016,05/27/2016,Photograph,butterfly,Resident,United StatesKendall CountyTexas,29.956768744598,-98.818835831065,point record,Camp Capers Episcopal Church camp,As the sun settled in the west and the temperature lowered they began feeding on the thisltles,philip.woodscc@gmail.com (81202),,,05/27/2016 23:32:13
1084502,Battus philenor,06/05/2016,06/12/2016,Photograph,butterfly,Resident,United StatesArkansasCrawford County,35.7133983,-94.4146813,point record,,nectaring plaintain,CA Ivy (16816),,,06/12/2016 09:51:05
1085094,Battus philenor,06/13/2016,06/18/2016,Photograph,butterfly,Resident,United StatesCaliforniaShasta County,40.593815885647,-122.38199622396,point record,"Turtle Bay McConnell Arboretum and Botanical Garden, Redding, California","There was abundance of pipevine swallowtails in the area, actively chasing each other and feeding.",MAKI (29336),,,06/18/2016 00:27:57
1085226,Battus philenor,06/11/2016,06/17/2016,Photograph,butterfly,Resident,United StatesTennesseeCarter County,36.108526127557,-82.103942576679,point record,North edge of Round Bald.,,Doug Bruce (97),,,06/17/2016 15:46:18
